requisito,metodos,rota,endpoint,servicos_diretos,testes_de_servico_indiretos,observacao
FORA-02 Fiscal,POST,/api/fiscal/notas/<int:nota_id>/consultar,fiscal.consultar_nota,AcessoEmpresaService.obter_escopo|FiscalService.consultar_nota_venda,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Fora do escopo funcional; testes existentes preservados
FORA-02 Fiscal,GET,/api/fiscal/notas/<int:nota_id>/danfe,fiscal.baixar_danfe_nota,AcessoEmpresaService.obter_escopo|FiscalService.obter_danfe_nota,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Fora do escopo funcional; testes existentes preservados
FORA-02 Fiscal,GET,/api/fiscal/notas/<int:nota_id>/xml,fiscal.baixar_xml_nota,AcessoEmpresaService.obter_escopo|FiscalService.obter_xml_nota,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Fora do escopo funcional; testes existentes preservados
FORA-02 Fiscal,POST,/api/fiscal/notas/emitir,fiscal.emitir_nota_venda,AcessoEmpresaService.obter_escopo|FiscalService.emitir_nota_venda,tests/test_fluxo_pdv_financeiro.py::test_emissao_fiscal_gera_numero_chave_xml_e_incrementa_numeracao|tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Fora do escopo funcional; testes existentes preservados
FORA-02 Fiscal,POST,/api/fiscal/notas/prevalidar,fiscal.prevalidar_venda,AcessoEmpresaService.obter_escopo|FiscalService.prevalidar_venda,tests/test_fluxo_pdv_financeiro.py::test_prevalidacao_fiscal_aponta_pendencias_sem_configuracao|tests/test_fluxo_pdv_financeiro.py::test_prevalidacao_fiscal_fica_pronta_com_base_minima_preenchida|tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Fora do escopo funcional; testes existentes preservados
FORA-02 Fiscal,GET,/api/fiscal/view,fiscal.pagina,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Fora do escopo funcional; testes existentes preservados
CAD-03 Funcionarios,POST,/api/funcionarios/,funcionario.criar,FuncionarioService.criar,tests/test_sprint03_adversarial.py::test_employee_history_cannot_be_detached_by_delete|tests/test_sprint03_faults.py::test_registration_parent_insert_failure_preserves_all_tables|tests/test_sprint03_transactions.py::test_employee_company_set_and_role_changes_are_atomic|tests/test_sprint03_transactions.py::test_final_parent_delete_failure_restores_link|tests/test_sprint03_transactions.py::test_parent_and_links_rollback_after_child_insert_failure,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,GET,/api/funcionarios/,funcionario.listar,FuncionarioService.listar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,PUT,/api/funcionarios/<int:funcionario_empresa_id>,funcionario.atualizar,FuncionarioService.atualizar,tests/test_sprint03_transactions.py::test_employee_company_set_and_role_changes_are_atomic,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,DELETE,/api/funcionarios/<int:funcionario_empresa_id>,funcionario.deletar,FuncionarioService.deletar,tests/test_sprint03_adversarial.py::test_employee_history_cannot_be_detached_by_delete|tests/test_sprint03_transactions.py::test_final_parent_delete_failure_restores_link,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,GET,/api/funcionarios/empresas-disponiveis,funcionario.listar_empresas_disponiveis,FuncionarioService.listar_empresas,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,GET,/api/funcionarios/roles-disponiveis,funcionario.listar_roles_disponiveis,FuncionarioService.listar_roles,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,GET,/api/funcionarios/view,funcionario.pagina,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
OPS-01 Disponibilidade,GET,/api/health,health.healthcheck,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/contexto,import_export.contexto,ImportExportService.obter_contexto_painel,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/exportar,import_export.exportar,ImportExportService.exportar_entidade,tests/test_import_export.py::test_exportacao_de_produtos_retorna_linha_com_empresa_e_valores|tests/test_sprint03_transactions.py::test_all_six_layouts_preview_import_export_reimport|tests/test_sprint03_transactions.py::test_export_formula_like_text_is_literal,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,POST,/api/importacao-exportacao/importar,import_export.importar,ImportExportService.importar_entidade,tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint03_transactions.py::test_all_six_layouts_preview_import_export_reimport|tests/test_sprint03_transactions.py::test_export_formula_like_text_is_literal,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/template,import_export.baixar_template,ImportExportService.gerar_template,tests/test_import_export.py::test_template_produtos_contem_abas_e_headers_esperados|tests/test_sprint03_transactions.py::test_all_six_layouts_preview_import_export_reimport,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/view,import_export.pagina,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/auxiliares,pdv.auxiliares,AcessoEmpresaService.obter_escopo|PdvService.listar_auxiliares,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/produtos,pdv.listar_produtos,AcessoEmpresaService.obter_escopo|PdvService.listar_produtos,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/produtos/codigo-barras,pdv.buscar_produto_por_codigo_barras,AcessoEmpresaService.obter_escopo|PdvService.buscar_produto_por_codigo_barras,tests/test_fluxo_pdv_financeiro.py::test_busca_produto_por_codigo_barras_no_pdv|tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,POST,/api/pdv/vendas,pdv.criar_venda,AcessoEmpresaService.obter_escopo|AuditService.registrar|PdvService.criar_venda,tests/test_fluxo_pdv_financeiro.py::test_cancelamento_parcial_de_item_reverte_estoque_e_ajusta_cashback|tests/test_fluxo_pdv_financeiro.py::test_cancelamento_reverte_estoque_e_financeiro|tests/test_fluxo_pdv_financeiro.py::test_cashback_respeita_limite_percentual_de_resgate_por_venda|tests/test_fluxo_pdv_financeiro.py::test_emissao_fiscal_gera_numero_chave_xml_e_incrementa_numeracao|tests/test_fluxo_pdv_financeiro.py::test_prevalidacao_fiscal_aponta_pendencias_sem_configuracao|tests/test_fluxo_pdv_financeiro.py::test_prevalidacao_fiscal_fica_pronta_com_base_minima_preenchida|tests/test_fluxo_pdv_financeiro.py::test_relatorio_produtos_mais_vendidos_consolida_itens_do_pdv|tests/test_fluxo_pdv_financeiro.py::test_template_html_do_email_de_venda_usa_identidade_oceanblue|tests/test_fluxo_pdv_financeiro.py::test_venda_automatica_aplica_preco_atacado_ao_atingir_quantidade_minima|tests/test_fluxo_pdv_financeiro.py::test_venda_baixa_estoque_e_gera_financeiro|tests/test_fluxo_pdv_financeiro.py::test_venda_com_cliente_envia_email_automatico_e_registra_cashback|tests/test_fluxo_pdv_financeiro.py::test_venda_com_cliente_gera_cashback_e_historico|tests/test_fluxo_pdv_financeiro.py::test_venda_em_atacado_exige_quantidade_minima_configurada|tests/test_fluxo_pdv_financeiro.py::test_venda_permanece_finalizada_quando_email_automatico_falha|tests/test_fluxo_pdv_financeiro.py::test_venda_pode_desativar_cashback_sem_afetar_carteira_existente|tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests/test_sprint03_adversarial.py::test_cancel_rollback_at_each_persisted_stage|tests/test_sprint03_adversarial.py::test_cashback_insert_failure_rolls_back_sale_and_wallet|tests/test_sprint03_adversarial.py::test_concurrent_same_key_different_payload|tests/test_sprint03_adversarial.py::test_idempotency_replay_rechecks_company_access|tests/test_sprint03_adversarial.py::test_partial_refunds_conserve_every_cent|tests/test_sprint03_adversarial.py::test_partial_refunds_restore_each_consumed_credit_exactly|tests/test_sprint03_adversarial.py::test_partial_refunds_revoke_all_generated_cashback|tests/test_sprint03_adversarial.py::test_refunds_do_not_overpay_individual_payment_sources|tests/test_sprint03_adversarial.py::test_sale_rollback_at_each_persisted_stage|tests/test_sprint03_adversarial.py::test_simultaneous_full_and_partial_cancellation|tests/test_sprint03_adversarial.py::test_two_sales_for_last_unit_with_distinct_keys|tests/test_sprint03_database.py::test_finite_migration_refuses_inconsistent_legacy_without_data_loss|tests/test_sprint03_database.py::test_postgresql_rejects_nan_in_persisted_money|tests/test_sprint03_faults.py::test_postgresql_orphan_and_ledger_audit_after_mixed_operations|tests/test_sprint03_transactions.py::test_cancel_failure_restores_sale_stock_finance_and_idempotency|tests/test_sprint03_transactions.py::test_commit_failure_does_not_send_notification_or_leave_sale|tests/test_sprint03_transactions.py::test_full_cancellation_and_stock_callback_replays|tests/test_sprint03_transactions.py::test_migration_rejects_duplicate_legacy_sale_debits_atomically|tests/test_sprint03_transactions.py::test_sale_and_partial_cancellation_replay_concurrently|tests/test_sprint03_transactions.py::test_sale_failure_after_stock_restores_every_table|tests/test_sprint03_transactions.py::test_uncancelled_sale_cannot_restore_stock|tests/test_sprint04_operations.py::test_automatic_wholesale_uses_combined_quantity_across_lines|tests/test_sprint04_operations.py::test_coupon_last_use_is_serialized_in_postgresql|tests/test_sprint04_operations.py::test_coupon_rounding_cap_customer_and_historical_usage|tests/test_sprint04_operations.py::test_coupon_use_rollback_then_retry|tests/test_sprint04_operations.py::test_customer_coupon_limit_concurrent_sales|tests/test_sprint04_operations.py::test_full_cancel_after_partial_is_atomic_idempotent_and_conserves_money|tests/test_sprint04_operations.py::test_global_coupon_usage_cannot_be_hidden_by_company_scope|tests/test_sprint04_operations.py::test_invalid_quantities_leave_no_effects|tests/test_sprint04_operations.py::test_pricing_contract_and_exact_payments|tests/test_sprint04_operations.py::test_receipt_reprints_have_no_business_side_effects|tests/test_sprint04_operations.py::test_sale_and_alert_outbox_rollback_together|tests/test_sprint04_operations.py::test_sale_enforces_coupon_period_company_minimum_identity|tests/test_sprint04_operations.py::test_split_payments_reject_loss_creation_or_zero|tests/test_sprint04_operations.py::test_zero_total_cannot_silently_discard_payments,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/vendas,pdv.listar_vendas,AcessoEmpresaService.obter_escopo|PdvService.listar_vendas,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,POST,/api/pdv/vendas/<int:venda_id>/cancelar,pdv.cancelar_venda,AcessoEmpresaService.obter_escopo|AuditService.registrar|PdvService.cancelar_venda,tests/test_fluxo_pdv_financeiro.py::test_cancelamento_reverte_estoque_e_financeiro|tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests/test_sprint03_adversarial.py::test_cancel_rollback_at_each_persisted_stage|tests/test_sprint03_adversarial.py::test_idempotency_replay_rechecks_company_access|tests/test_sprint03_adversarial.py::test_simultaneous_full_and_partial_cancellation|tests/test_sprint03_faults.py::test_postgresql_orphan_and_ledger_audit_after_mixed_operations|tests/test_sprint03_transactions.py::test_cancel_failure_restores_sale_stock_finance_and_idempotency|tests/test_sprint03_transactions.py::test_full_cancellation_and_stock_callback_replays|tests/test_sprint04_operations.py::test_coupon_rounding_cap_customer_and_historical_usage|tests/test_sprint04_operations.py::test_full_cancel_after_partial_is_atomic_idempotent_and_conserves_money,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/vendas/<int:venda_id>/comprovante,pdv.comprovante_venda,AcessoEmpresaService.obter_escopo|PdvService.obter_venda,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,POST,/api/pdv/vendas/<int:venda_id>/itens/<int:item_id>/cancelar,pdv.cancelar_item_venda,AcessoEmpresaService.obter_escopo|AuditService.registrar|PdvService.cancelar_item_venda,tests/test_fluxo_pdv_financeiro.py::test_cancelamento_parcial_de_item_reverte_estoque_e_ajusta_cashback|tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests/test_sprint03_adversarial.py::test_cancel_rollback_at_each_persisted_stage|tests/test_sprint03_adversarial.py::test_partial_refunds_conserve_every_cent|tests/test_sprint03_adversarial.py::test_partial_refunds_restore_each_consumed_credit_exactly|tests/test_sprint03_adversarial.py::test_partial_refunds_revoke_all_generated_cashback|tests/test_sprint03_adversarial.py::test_refunds_do_not_overpay_individual_payment_sources|tests/test_sprint03_adversarial.py::test_simultaneous_full_and_partial_cancellation|tests/test_sprint03_transactions.py::test_sale_and_partial_cancellation_replay_concurrently|tests/test_sprint04_operations.py::test_full_cancel_after_partial_is_atomic_idempotent_and_conserves_money,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/view,pdv.pagina,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-03 Permissoes,POST,/api/permissions/,permission.criar,PermissionService.criar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-03 Permissoes,GET,/api/permissions/,permission.listar,PermissionService.listar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-03 Permissoes,PUT,/api/permissions/<int:permission_id>,permission.atualizar,PermissionService.atualizar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-03 Permissoes,DELETE,/api/permissions/<int:permission_id>,permission.deletar,PermissionService.deletar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-03 Permissoes,GET,/api/permissions/view,permission.pagina,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,GET,/api/platform/planos,platform.listar_planos,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,POST,/api/platform/tenants,platform.criar_tenant,PlatformService.criar_tenant,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,GET,/api/platform/tenants,platform.listar_tenants,PlatformService.listar_tenants,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,POST,/api/platform/tenants/<int:tenant_id>/admins,platform.criar_admin,PlatformService.criar_admin,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,PUT,/api/platform/tenants/<int:tenant_id>/assinatura,platform.atualizar_assinatura,PlatformService.atualizar_assinatura,tests/test_sprint02_security.py::test_trial_missing_expired_and_last_day_consistent,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,POST,/api/platform/tenants/<int:tenant_id>/empresas,platform.criar_empresa,PlatformService.criar_empresa,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,PUT,/api/platform/tenants/<int:tenant_id>/empresas/<int:empresa_id>/visual,platform.atualizar_visual_empresa,PlatformService.atualizar_visual_empresa,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,POST,/api/produtos/,produto.criar,AcessoEmpresaService.obter_escopo|ProdutoService.criar,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_produto_service.py::test_criar_produto_gera_codigo_barras_ean13_quando_vazio|tests/test_produto_service.py::test_limite_de_produtos_do_plano_bloqueia_novo_cadastro|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests/test_sprint03_transactions.py::test_deactivation_is_local_to_product_company|tests/test_sprint03_transactions.py::test_product_multiple_companies_preserves_balances_and_quota,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,GET,/api/produtos/,produto.listar,AcessoEmpresaService.obter_escopo|ProdutoService.listar,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,PUT,/api/produtos/<int:produto_empresa_id>,produto.atualizar,AcessoEmpresaService.obter_escopo|ProdutoService.atualizar,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests/test_sprint03_adversarial.py::test_product_update_preserves_barcode_when_omitted|tests/test_sprint03_faults.py::test_concurrent_barcode_updates_preserve_loser|tests/test_sprint03_transactions.py::test_deactivation_is_local_to_product_company,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,DELETE,/api/produtos/<int:produto_empresa_id>,produto.deletar,AcessoEmpresaService.obter_escopo|ProdutoService.deletar,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests/test_sprint03_transactions.py::test_final_parent_delete_failure_restores_link|tests/test_sprint03_transactions.py::test_product_multiple_companies_preserves_balances_and_quota,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,GET,/api/produtos/auxiliares,produto.auxiliares,AcessoEmpresaService.obter_escopo|ProdutoService.listar_categorias|ProdutoService.listar_empresas,tests/test_permissions_security.py::test_bootstrap_nao_reaplica_permissoes_removidas_da_role_existente|tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta|tests/test_permissions_security.py::test_login_nao_renderiza_financeiro_e_bloqueia_url_direta|tests/test_produto_service.py::test_listar_categorias_retorna_categoria_sem_produto_vinculado|tests/test_sprint02_security.py::test_cross_tenant_foreign_keys_and_company_admin_scope|tests/test_sprint02_security.py::test_import_quota_partial_rows_updates_and_password_policy|tests/test_sprint02_security.py::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-01 Produtos,GET,/api/produtos/view,produto.pagina,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
OPS-01 Disponibilidade,GET,/api/ready,health.readiness,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,POST,/api/roles/,role.criar,RoleService.criar,tests/test_sprint02_security.py::test_role_creation_and_audit_roll_back_together|tests/test_sprint03_transactions.py::test_parent_and_links_rollback_after_child_insert_failure|tests/test_sprint03_transactions.py::test_role_replacement_failure_preserves_permissions_and_name,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,GET,/api/roles/,role.listar,RoleService.listar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,PUT,/api/roles/<int:role_id>,role.atualizar,RoleService.atualizar,tests/test_sprint03_transactions.py::test_role_replacement_failure_preserves_permissions_and_name,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,DELETE,/api/roles/<int:role_id>,role.deletar,RoleService.deletar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
